         20948676 function calls (19986510 primitive calls) in 125.411 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      584    0.001    0.000    0.062    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:402(_group_tensors_by_device_and_dtype)
      584    0.003    0.000    0.060    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_contextlib.py:112(decorate_context)
   121512    0.039    0.000    0.060    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:1059(__hash__)
    11508    0.059    0.000    0.059    0.000 {method 'detach' of 'torch._C.TensorBase' objects}
    14272    0.037    0.000    0.058    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\batch.py:173(__getitem__)
    22576    0.015    0.000    0.058    0.000 {built-in method builtins.all}
   429512    0.057    0.000    0.057    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_jit_internal.py:1120(is_scripting)
     1168    0.056    0.000    0.056    0.000 {built-in method torch.gather}
    49640    0.025    0.000    0.055    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_utils.py:851(is_compiling)
     3568    0.031    0.000    0.052    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:2955(__init__)
   161440    0.052    0.000    0.052    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\view.py:5(__init__)
    50872    0.050    0.000    0.050    0.000 {method 'item' of 'torch._C.TensorBase' objects}
   338824    0.046    0.000    0.046    0.000 {method 'extend' of 'list' objects}
      584    0.002    0.000    0.046    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_foreach_utils.py:30(_group_tensors_by_device_and_dtype)
      584    0.021    0.000    0.045    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:968(__rdiv__)
    10704    0.044    0.000    0.044    0.000 {built-in method torch.dropout}
     3568    0.020    0.000    0.044    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\storage.py:404(can_infer_num_nodes)
        5    0.000    0.000    0.044    0.009 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:574(save)
   309238    0.044    0.000    0.044    0.000 {method 'items' of 'collections.OrderedDict' objects}
      584    0.004    0.000    0.043    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:109(_default_to_fused_or_foreach)
     3568    0.003    0.000    0.043    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:620(_next_index)
   249880    0.041    0.000    0.041    0.000 {method 'values' of 'dict' objects}
      584    0.041    0.000    0.041    0.000 {built-in method torch._C._group_tensors_by_device_and_dtype}
   243812    0.041    0.000    0.041    0.000 {method 'items' of 'dict' objects}
        5    0.002    0.000    0.040    0.008 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:779(_save)
     3568    0.040    0.000    0.040    0.000 {method 'random_' of 'torch._C.TensorBase' objects}
    24980    0.014    0.000    0.040    0.000 <frozen abc>:117(__instancecheck__)
     3568    0.040    0.000    0.040    0.000 {built-in method torch.empty}
      584    0.007    0.000    0.040    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\adam.py:572(<listcomp>)
   236187    0.039    0.000    0.039    0.000 {function _ParameterMeta.__instancecheck__ at 0x000002797FD4A3E0}
     7136    0.028    0.000    0.039    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\sampler.py:274(__iter__)
      584    0.001    0.000    0.039    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:3377(check)
      584    0.039    0.000    0.039    0.000 {built-in method torch._foreach_lerp_}
      584    0.006    0.000    0.038    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:3342(check_verbose)
      584    0.038    0.000    0.038    0.000 {built-in method torch._foreach_addcdiv_}
     3568    0.009    0.000    0.037    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:948(x)
     4736    0.023    0.000    0.037    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\profiler.py:593(__init__)
     3568    0.036    0.000    0.036    0.000 {built-in method torch.set_vital}
      584    0.006    0.000    0.036    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\__init__.py:60(_make_grads)
    28544    0.015    0.000    0.035    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\view.py:26(__iter__)
      584    0.033    0.000    0.033    0.000 {built-in method torch._foreach_div_}
    28544    0.024    0.000    0.033    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\enum.py:688(__call__)
     3568    0.012    0.000    0.033    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:93(_get_distributed_settings)
    23360    0.021    0.000    0.033    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:97(_dispatch_sqrt)
    49056    0.026    0.000    0.032    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\nn\modules\module.py:2260(<lambda>)
      584    0.032    0.000    0.032    0.000 {built-in method torch._foreach_addcmul_}
    23944    0.032    0.000    0.032    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:122(<genexpr>)
      584    0.030    0.000    0.030    0.000 {built-in method torch._foreach_mul_}
     7136    0.016    0.000    0.029    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\grad_mode.py:183(__init__)
      584    0.029    0.000    0.029    0.000 {built-in method torch.ones_like}
      584    0.028    0.000    0.028    0.000 {built-in method builtins.abs}
     2428    0.026    0.000    0.027    0.000 {method 'sort' of 'list' objects}
    21408    0.022    0.000    0.027    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\experimental.py:18(get_options)
    24980    0.026    0.000    0.026    0.000 {built-in method _abc._abc_instancecheck}
      584    0.005    0.000    0.026    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\optimizer.py:327(_cuda_graph_capture_health_check)
    95544    0.026    0.000    0.026    0.000 {method 'values' of 'collections.OrderedDict' objects}
      584    0.025    0.000    0.025    0.000 {method 'gather' of 'torch._C.TensorBase' objects}
      584    0.001    0.000    0.025    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:964(__rsub__)
     2984    0.010    0.000    0.025    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\grad_mode.py:83(__exit__)
    80720    0.025    0.000    0.025    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:623(stores)
     2089    0.024    0.000    0.024    0.000 {method 'numpy' of 'torch._C.TensorBase' objects}
      584    0.024    0.000    0.024    0.000 {method 'reciprocal' of 'torch._C.TensorBase' objects}
      584    0.023    0.000    0.023    0.000 {built-in method torch.rsub}
      600    0.004    0.000    0.023    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:314(_calculate_seen_percentage)
   161445    0.023    0.000    0.023    0.000 {method 'keys' of 'dict' objects}
     1505    0.007    0.000    0.023    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:1140(argmax)
   125664    0.023    0.000    0.023    0.000 {built-in method builtins.id}
        5    0.003    0.001    0.022    0.004 {method 'dump' of '_pickle.Pickler' objects}
    32112    0.016    0.000    0.021    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:3002(<genexpr>)
    24976    0.016    0.000    0.020    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\nn\modules\container.py:311(__len__)
     3573    0.020    0.000    0.020    0.000 {built-in method torch._C._log_api_usage_once}
     1752    0.019    0.000    0.019    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
    77152    0.019    0.000    0.019    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:627(node_stores)
      600    0.003    0.000    0.019    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:2177(sum)
      584    0.003    0.000    0.019    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:3432(lookup_inner)
     2984    0.008    0.000    0.019    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\grad_mode.py:79(__enter__)
     3568    0.013    0.000    0.018    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:167(get_annotations)
    10704    0.011    0.000    0.018    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_VF.py:26(__getattr__)
     3568    0.004    0.000    0.018    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:956(edge_index)
    34064    0.018    0.000    0.018    0.000 {built-in method math.sqrt}
     7136    0.014    0.000    0.018    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\storage.py:179(keys)
    21408    0.018    0.000    0.018    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\experimental.py:34(<listcomp>)
     3568    0.004    0.000    0.017    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:972(edge_attr)
     1505    0.003    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:53(_wrapfunc)
     3568    0.011    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:735(unwrap)
     3568    0.004    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:996(batch)
     7136    0.011    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\nn\modules\container.py:207(__iter__)
     3568    0.011    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:74(create_fetcher)
     1168    0.003    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\package\package_importer.py:694(_patched_getfile)
    77156    0.016    0.000    0.016    0.000 {built-in method builtins.sum}
      600    0.004    0.000    0.016    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
    20096    0.015    0.000    0.015    0.000 {built-in method __new__ of type object at 0x00007FF816C0C4C0}
     3568    0.007    0.000    0.015    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\distributed\distributed_c10d.py:973(is_initialized)
     2400    0.010    0.000    0.015    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:145(add)
     3568    0.015    0.000    0.015    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\_utils\fetch.py:51(<listcomp>)
      596    0.002    0.000    0.014    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:105(is_available)
     5352    0.004    0.000    0.014    0.000 {built-in method builtins.any}
      600    0.013    0.000    0.013    0.000 {method 'clone' of 'torch._C.TensorBase' objects}
    32696    0.013    0.000    0.013    0.000 {built-in method torch._C._has_torch_function_unary}
4737/4736    0.012    0.000    0.013    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\typing.py:373(inner)
      210    0.002    0.000    0.012    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\storage.py:134(cpu)
     1505    0.012    0.000    0.012    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1168    0.006    0.000    0.012    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:892(getfile)
     3568    0.010    0.000    0.011    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\sampler.py:261(__init__)
      584    0.004    0.000    0.011    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:3275(check_file)
    23360    0.011    0.000    0.011    0.000 {built-in method torch.is_complex}
     3568    0.009    0.000    0.011    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\sampler.py:110(__iter__)
     2984    0.010    0.000    0.011    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\autograd\grad_mode.py:74(__init__)
     7136    0.011    0.000    0.011    0.000 {built-in method torch._C._set_grad_enabled}
      616    0.011    0.000    0.011    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      596    0.002    0.000    0.011    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:101(_nvml_based_avail)
      210    0.011    0.000    0.011    0.000 {method 'copy_' of 'torch._C.StorageBase' objects}
     7136    0.007    0.000    0.010    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\backends\__init__.py:36(__get__)
    14272    0.007    0.000    0.010    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\data.py:574(__getitem__)
    23944    0.008    0.000    0.010    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\adam.py:303(<genexpr>)
     4059    0.004    0.000    0.010    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\enum.py:772(__getattr__)
     5310    0.005    0.000    0.010    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:789(persistent_id)
    80720    0.009    0.000    0.009    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\storage.py:759(_key)
    28544    0.009    0.000    0.009    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\enum.py:1095(__new__)
      584    0.003    0.000    0.009    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:550(__init__)
      596    0.001    0.000    0.009    0.000 <frozen os>:773(getenv)
     3568    0.006    0.000    0.008    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\distributed\distributed_c10d.py:588(WORLD)
      220    0.000    0.000    0.008    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:212(__reduce_ex__)
     1168    0.008    0.000    0.008    0.000 {method 'expand' of 'torch._C.TensorBase' objects}
      584    0.008    0.000    0.008    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:160(<listcomp>)
      596    0.002    0.000    0.008    0.000 <frozen _collections_abc>:771(get)
      220    0.003    0.000    0.008    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:247(_reduce_ex_internal)
    28544    0.007    0.000    0.007    0.000 {method '__contains__' of 'frozenset' objects}
     3568    0.003    0.000    0.007    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:393(multiprocessing_context)
      584    0.001    0.000    0.007    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\utils.py:862(getfile)
      584    0.007    0.000    0.007    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:169(<listcomp>)
      584    0.007    0.000    0.007    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:165(<listcomp>)
      584    0.007    0.000    0.007    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:161(<listcomp>)
      584    0.007    0.000    0.007    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:164(<listcomp>)
    28544    0.007    0.000    0.007    0.000 {method 'isidentifier' of 'str' objects}
     3568    0.004    0.000    0.007    0.000 <string>:1(<lambda>)
      584    0.007    0.000    0.007    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:162(<listcomp>)
     2984    0.004    0.000    0.007    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_contextlib.py:149(__new__)
      584    0.006    0.000    0.006    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:163(<listcomp>)
      584    0.005    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:290(__init__)
      584    0.006    0.000    0.006    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:166(<listcomp>)
      584    0.002    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_contextlib.py:141(clone)
     3568    0.004    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\distributed\__init__.py:9(is_available)
      584    0.006    0.000    0.006    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:167(<listcomp>)
    14763    0.006    0.000    0.006    0.000 {built-in method builtins.hasattr}
      584    0.003    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\functools.py:35(update_wrapper)
      596    0.004    0.000    0.006    0.000 <frozen os>:674(__getitem__)
     7008    0.004    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:3279(<genexpr>)
      584    0.006    0.000    0.006    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:168(<listcomp>)
    10704    0.006    0.000    0.006    0.000 {built-in method torch.is_grad_enabled}
     4059    0.005    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\enum.py:48(_is_dunder)
      895    0.003    0.000    0.006    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\random.py:367(choice)
    21650    0.005    0.000    0.005    0.000 {built-in method builtins.max}
     8304    0.005    0.000    0.005    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:378(isfunction)
     3568    0.005    0.000    0.005    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\_utils\fetch.py:8(__init__)
    21652    0.005    0.000    0.005    0.000 {built-in method builtins.min}
    10704    0.005    0.000    0.005    0.000 {built-in method torch._C._has_torch_function_variadic}
       12    0.000    0.000    0.005    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\memory.py:165(memory_stats)
    28544    0.005    0.000    0.005    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:2722(name)
      584    0.000    0.000    0.004    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\graphs.py:23(is_current_stream_capturing)
     3568    0.004    0.000    0.004    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:486(check_worker_number_rationality)
     4352    0.004    0.000    0.004    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:30(set_agent)
       26    0.004    0.000    0.004    0.000 {built-in method builtins.print}
    10704    0.004    0.000    0.004    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\_utils\worker.py:89(get_worker_info)
      584    0.004    0.000    0.004    0.000 {built-in method torch._C._cuda_isCurrentStreamCapturing}
      584    0.001    0.000    0.004    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:448(<listcomp>)
      220    0.004    0.000    0.004    0.000 {built-in method torch._C.write_record}
    10704    0.004    0.000    0.004    0.000 {built-in method _operator.index}
    220/5    0.001    0.000    0.004    0.001 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\nn\modules\module.py:1845(state_dict)
     7136    0.003    0.000    0.003    0.000 {built-in method torch._C._get_cudnn_enabled}
    21408    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:2726(default)
     3568    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\sampler.py:107(__init__)
      584    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\optim\adam.py:570(<listcomp>)
     3568    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:445(_index_sampler)
     1752    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\variables\base.py:127(__instancecheck__)
      584    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:141(change)
        4    0.000    0.000    0.003    0.001 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:104(_gen_grid)
     3568    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\loader\dataloader.py:14(__init__)
     2505    0.003    0.000    0.003    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:24(get)
  1932/12    0.002    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\memory.py:249(_recurse_add_to_result)
      584    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\trace_rules.py:2840(is_aten_op_or_tensor_method)
     3568    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\data\batch.py:32(MetaResolver)
        6    0.000    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\memory.py:364(memory_allocated)
     1752    0.001    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:939(<genexpr>)
      895    0.002    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\random.py:235(_randbelow_with_getrandbits)
    10704    0.003    0.000    0.003    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\utils\num_nodes.py:12(maybe_num_nodes)
    14272    0.002    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\nn\conv\message_passing.py:640(update)
     3568    0.002    0.000    0.002    0.000 {method 'items' of 'mappingproxy' objects}
      596    0.001    0.000    0.002    0.000 <frozen os>:748(encodekey)
       80    0.002    0.000    0.002    0.000 {built-in method torch.zeros_like}
      600    0.002    0.000    0.002    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:383(<listcomp>)
     3600    0.002    0.000    0.002    0.000 {built-in method builtins.issubclass}
        6    0.000    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\memory.py:402(memory_reserved)
     7136    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
     1752    0.001    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:265(innermost_fn)
        5    0.000    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:495(_open_zipfile_writer)
        5    0.002    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:460(__init__)
     2400    0.002    0.000    0.002    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\grid.py:41(get_agent)
     3568    0.002    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\distributed\distributed_c10d.py:460(default_pg)
     7136    0.002    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\data\dataloader.py:441(_auto_collation)
      584    0.001    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_foreach_utils.py:35(<dictcomp>)
     6433    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
     2400    0.002    0.000    0.002    0.000 {method 'random' of '_random.Random' objects}
     8888    0.002    0.000    0.002    0.000 {built-in method builtins.callable}
     4996    0.002    0.000    0.002    0.000 {method 'index' of 'list' objects}
      600    0.002    0.000    0.002    0.000 {built-in method numpy.zeros}
      584    0.001    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\utils\_foreach_utils.py:12(_get_fused_kernels_supported_devices)
     2336    0.001    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:292(isclass)
     2400    0.002    0.000    0.002    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\network.py:38(time_step)
     3568    0.002    0.000    0.002    0.000 {built-in method sys.getrecursionlimit}
      220    0.001    0.000    0.002    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_tensor.py:241(_typed_storage)
      156    0.001    0.000    0.002    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:317(_handle_overlap)
     2920    0.002    0.000    0.002    0.000 {built-in method torch._C._has_torch_function}
     2340    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\_dynamo\eval_frame.py:119(backend_cache_manager)
      596    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\cuda\__init__.py:96(_is_compiled)
      100    0.000    0.000    0.001    0.000 C:\Users\elrod\OneDrive\Code\GNN-DQN-MARL\Agents-4\Baseline1-21\minigrid\environment.py:162(_place_object)
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\logging\__init__.py:1720(getEffectiveLevel)
       75    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch_geometric\nn\dense\linear.py:158(_save_to_state_dict)
     5396    0.001    0.000    0.001    0.000 {method 'append' of 'collections.deque' objects}
      220    0.000    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\serialization.py:379(location_tag)
     7137    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
     1168    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:456(istraceback)
     1168    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\inspect.py:283(ismodule)
      584    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\functools.py:65(wraps)
     5090    0.001    0.000    0.001    0.000 C:\Users\elrod\anaconda3\envs\GNN\Lib\site-packages\torch\__init__.py:633(is_storage)
